LOCATION,CAREMODEL,COUNTRY,ALLDATA,LOCATION,INDICATOR,SUBJECT,TIME,X..per.1000,MEASURE,Value...capita,Value
,,,NurseCount,ZAF,NURSE,TOT,2016,1.31,,,
,,,NurseCount,ZAF,NURSE,TOT,2017,1.31,,,
,,,NurseCount,ZAF,NURSE,TOT,2018,1.22,,,
,,,NurseCount,ZAF,NURSE,TOT,2019,1.10,,,
,,,NurseCount,ITA,NURSE,TOT,2011,6.48,,,
,,,NurseCount,ITA,NURSE,TOT,2012,6.41,,,
,,,NurseCount,ITA,NURSE,TOT,2013,6.14,,,
,,,NurseCount,ITA,NURSE,TOT,2014,6.15,,,
,,,NurseCount,ITA,NURSE,TOT,2015,6.11,,,
,,,NurseCount,ITA,NURSE,TOT,2016,6.54,,,
,,,NurseCount,ITA,NURSE,TOT,2017,6.71,,,
,,,NurseCount,ITA,NURSE,TOT,2018,6.73,,,
,,,NurseCount,ITA,NURSE,TOT,2019,6.68,,,
,,,NurseCount,BEL,NURSE,TOT,2011,9.81,,,
,,,NurseCount,BEL,NURSE,TOT,2012,10.02,,,
,,,NurseCount,BEL,NURSE,TOT,2013,10.30,,,
,,,NurseCount,BEL,NURSE,TOT,2014,10.58,,,
,,,NurseCount,BEL,NURSE,TOT,2015,10.83,,,
,,,NurseCount,BEL,NURSE,TOT,2016,10.96,,,
,,,NurseCount,BEL,NURSE,TOT,2017,11.22,,,
,,,NurseCount,BEL,NURSE,TOT,2018,11.07,,,
,,,NurseCount,SWE,NURSE,TOT,2011,10.89,,,
,,,NurseCount,SWE,NURSE,TOT,2012,10.93,,,
,,,NurseCount,SWE,NURSE,TOT,2013,10.95,,,
,,,NurseCount,SWE,NURSE,TOT,2014,10.95,,,
,,,NurseCount,SWE,NURSE,TOT,2015,10.96,,,
,,,NurseCount,SWE,NURSE,TOT,2016,10.93,,,
,,,NurseCount,SWE,NURSE,TOT,2017,10.89,,,
,,,NurseCount,SWE,NURSE,TOT,2018,10.85,,,
,,,NurseCount,LVA,NURSE,TOT,2011,4.96,,,
,,,NurseCount,LVA,NURSE,TOT,2012,4.86,,,
,,,NurseCount,LVA,NURSE,TOT,2013,4.88,,,
,,,NurseCount,LVA,NURSE,TOT,2014,4.82,,,
,,,NurseCount,LVA,NURSE,TOT,2015,4.68,,,
,,,NurseCount,LVA,NURSE,TOT,2016,4.64,,,
,,,NurseCount,LVA,NURSE,TOT,2017,4.57,,,
,,,NurseCount,LVA,NURSE,TOT,2018,4.35,,,
,,,NurseCount,LVA,NURSE,TOT,2019,4.39,,,
,,,NurseCount,LTU,NURSE,TOT,2011,7.54,,,
,,,NurseCount,LTU,NURSE,TOT,2012,7.59,,,
,,,NurseCount,LTU,NURSE,TOT,2013,7.55,,,
,,,NurseCount,LTU,NURSE,TOT,2014,7.60,,,
,,,NurseCount,LTU,NURSE,TOT,2015,7.66,,,
,,,NurseCount,LTU,NURSE,TOT,2016,7.70,,,
,,,NurseCount,LTU,NURSE,TOT,2017,7.71,,,
,,,NurseCount,LTU,NURSE,TOT,2018,7.78,,,
,,,NurseCount,LTU,NURSE,TOT,2019,7.74,,,
,,,pharmspend,AUS,PHARMAEXP,TOT,2011,,PC_HEALTHXP,15.31,
,,,pharmspend,AUS,PHARMAEXP,TOT,2012,,PC_HEALTHXP,15.31,
,,,pharmspend,AUS,PHARMAEXP,TOT,2013,,PC_HEALTHXP,14.98,
,,,pharmspend,AUS,PHARMAEXP,TOT,2014,,PC_HEALTHXP,14.39,
,,,pharmspend,AUS,PHARMAEXP,TOT,2015,,PC_HEALTHXP,14.50,
,,,pharmspend,AUS,PHARMAEXP,TOT,2016,,PC_HEALTHXP,15.08,
,,,pharmspend,AUS,PHARMAEXP,TOT,2017,,PC_HEALTHXP,14.28,
,,,pharmspend,AUS,PHARMAEXP,TOT,2018,,PC_HEALTHXP,13.84,
,,,pharmspend,AUT,PHARMAEXP,TOT,2011,,PC_HEALTHXP,12.29,
,,,pharmspend,AUT,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.06,
,,,pharmspend,AUT,PHARMAEXP,TOT,2013,,PC_HEALTHXP,11.89,
,,,pharmspend,AUT,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.14,
,,,pharmspend,AUT,PHARMAEXP,TOT,2015,,PC_HEALTHXP,12.29,
,,,pharmspend,AUT,PHARMAEXP,TOT,2016,,PC_HEALTHXP,11.97,
,,,pharmspend,AUT,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.09,
,,,pharmspend,AUT,PHARMAEXP,TOT,2018,,PC_HEALTHXP,11.93,
,,,pharmspend,AUT,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.85,
,,,pharmspend,BEL,PHARMAEXP,TOT,2011,,PC_HEALTHXP,13.57,
,,,pharmspend,BEL,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.76,
,,,pharmspend,BEL,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.55,
,,,pharmspend,BEL,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.24,
,,,pharmspend,BEL,PHARMAEXP,TOT,2015,,PC_HEALTHXP,12.70,
,,,pharmspend,BEL,PHARMAEXP,TOT,2016,,PC_HEALTHXP,12.07,
,,,pharmspend,BEL,PHARMAEXP,TOT,2017,,PC_HEALTHXP,11.52,
,,,pharmspend,BEL,PHARMAEXP,TOT,2018,,PC_HEALTHXP,11.33,
,,,pharmspend,BEL,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.14,
,,,pharmspend,CAN,PHARMAEXP,TOT,2011,,PC_HEALTHXP,17.87,
,,,pharmspend,CAN,PHARMAEXP,TOT,2012,,PC_HEALTHXP,17.40,
,,,pharmspend,CAN,PHARMAEXP,TOT,2013,,PC_HEALTHXP,16.96,
,,,pharmspend,CAN,PHARMAEXP,TOT,2014,,PC_HEALTHXP,16.56,
,,,pharmspend,CAN,PHARMAEXP,TOT,2015,,PC_HEALTHXP,16.65,
,,,pharmspend,CAN,PHARMAEXP,TOT,2016,,PC_HEALTHXP,16.56,
,,,pharmspend,CAN,PHARMAEXP,TOT,2017,,PC_HEALTHXP,16.46,
,,,pharmspend,CAN,PHARMAEXP,TOT,2018,,PC_HEALTHXP,16.13,
,,,pharmspend,CAN,PHARMAEXP,TOT,2019,,PC_HEALTHXP,16.09,
,,,pharmspend,CZE,PHARMAEXP,TOT,2011,,PC_HEALTHXP,20.43,
,,,pharmspend,CZE,PHARMAEXP,TOT,2012,,PC_HEALTHXP,21.50,
,,,pharmspend,CZE,PHARMAEXP,TOT,2013,,PC_HEALTHXP,18.14,
,,,pharmspend,CZE,PHARMAEXP,TOT,2014,,PC_HEALTHXP,17.27,
,,,pharmspend,CZE,PHARMAEXP,TOT,2015,,PC_HEALTHXP,17.46,
,,,pharmspend,CZE,PHARMAEXP,TOT,2016,,PC_HEALTHXP,17.43,
,,,pharmspend,CZE,PHARMAEXP,TOT,2017,,PC_HEALTHXP,16.98,
,,,pharmspend,CZE,PHARMAEXP,TOT,2018,,PC_HEALTHXP,16.03,
,,,pharmspend,CZE,PHARMAEXP,TOT,2019,,PC_HEALTHXP,15.21,
,,,pharmspend,DNK,PHARMAEXP,TOT,2011,,PC_HEALTHXP,7.85,
,,,pharmspend,DNK,PHARMAEXP,TOT,2012,,PC_HEALTHXP,7.42,
,,,pharmspend,DNK,PHARMAEXP,TOT,2013,,PC_HEALTHXP,6.93,
,,,pharmspend,DNK,PHARMAEXP,TOT,2014,,PC_HEALTHXP,6.85,
,,,pharmspend,DNK,PHARMAEXP,TOT,2015,,PC_HEALTHXP,6.77,
,,,pharmspend,DNK,PHARMAEXP,TOT,2016,,PC_HEALTHXP,6.61,
,,,pharmspend,DNK,PHARMAEXP,TOT,2017,,PC_HEALTHXP,6.33,
,,,pharmspend,DNK,PHARMAEXP,TOT,2018,,PC_HEALTHXP,6.40,
,,,pharmspend,DNK,PHARMAEXP,TOT,2019,,PC_HEALTHXP,6.81,
,,,pharmspend,FIN,PHARMAEXP,TOT,2011,,PC_HEALTHXP,12.46,
,,,pharmspend,FIN,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.16,
,,,pharmspend,FIN,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.01,
,,,pharmspend,FIN,PHARMAEXP,TOT,2014,,PC_HEALTHXP,11.81,
,,,pharmspend,FIN,PHARMAEXP,TOT,2015,,PC_HEALTHXP,12.14,
,,,pharmspend,FIN,PHARMAEXP,TOT,2016,,PC_HEALTHXP,12.57,
,,,pharmspend,FIN,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.24,
,,,pharmspend,FIN,PHARMAEXP,TOT,2018,,PC_HEALTHXP,12.40,
,,,pharmspend,FIN,PHARMAEXP,TOT,2019,,PC_HEALTHXP,12.37,
,,,pharmspend,FIN,PHARMAEXP,TOT,2020,,PC_HEALTHXP,12.42,
,,,pharmspend,FRA,PHARMAEXP,TOT,2011,,PC_HEALTHXP,14.97,
,,,pharmspend,FRA,PHARMAEXP,TOT,2012,,PC_HEALTHXP,14.42,
,,,pharmspend,FRA,PHARMAEXP,TOT,2013,,PC_HEALTHXP,13.83,
,,,pharmspend,FRA,PHARMAEXP,TOT,2014,,PC_HEALTHXP,13.55,
,,,pharmspend,FRA,PHARMAEXP,TOT,2015,,PC_HEALTHXP,13.28,
,,,pharmspend,FRA,PHARMAEXP,TOT,2016,,PC_HEALTHXP,12.93,
,,,pharmspend,FRA,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.69,
,,,pharmspend,FRA,PHARMAEXP,TOT,2018,,PC_HEALTHXP,12.36,
,,,pharmspend,FRA,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.89,
,,,pharmspend,DEU,PHARMAEXP,TOT,2011,,PC_HEALTHXP,14.26,
,,,pharmspend,DEU,PHARMAEXP,TOT,2012,,PC_HEALTHXP,14.10,
,,,pharmspend,DEU,PHARMAEXP,TOT,2013,,PC_HEALTHXP,13.98,
,,,pharmspend,DEU,PHARMAEXP,TOT,2014,,PC_HEALTHXP,14.33,
,,,pharmspend,DEU,PHARMAEXP,TOT,2015,,PC_HEALTHXP,14.33,
,,,pharmspend,DEU,PHARMAEXP,TOT,2016,,PC_HEALTHXP,14.40,
,,,pharmspend,DEU,PHARMAEXP,TOT,2017,,PC_HEALTHXP,14.21,
,,,pharmspend,DEU,PHARMAEXP,TOT,2018,,PC_HEALTHXP,14.17,
,,,pharmspend,DEU,PHARMAEXP,TOT,2019,,PC_HEALTHXP,14.35,
,,,pharmspend,GRC,PHARMAEXP,TOT,2011,,PC_HEALTHXP,30.98,
,,,pharmspend,GRC,PHARMAEXP,TOT,2012,,PC_HEALTHXP,29.00,
,,,pharmspend,GRC,PHARMAEXP,TOT,2013,,PC_HEALTHXP,27.80,
,,,pharmspend,GRC,PHARMAEXP,TOT,2014,,PC_HEALTHXP,26.90,
,,,pharmspend,GRC,PHARMAEXP,TOT,2015,,PC_HEALTHXP,26.87,
,,,pharmspend,GRC,PHARMAEXP,TOT,2016,,PC_HEALTHXP,26.70,
,,,pharmspend,GRC,PHARMAEXP,TOT,2017,,PC_HEALTHXP,27.60,
,,,pharmspend,GRC,PHARMAEXP,TOT,2018,,PC_HEALTHXP,26.14,
,,,pharmspend,GRC,PHARMAEXP,TOT,2019,,PC_HEALTHXP,26.16,
,,,pharmspend,HUN,PHARMAEXP,TOT,2011,,PC_HEALTHXP,35.00,
,,,pharmspend,HUN,PHARMAEXP,TOT,2012,,PC_HEALTHXP,32.58,
,,,pharmspend,HUN,PHARMAEXP,TOT,2013,,PC_HEALTHXP,30.29,
,,,pharmspend,HUN,PHARMAEXP,TOT,2014,,PC_HEALTHXP,30.11,
,,,pharmspend,HUN,PHARMAEXP,TOT,2015,,PC_HEALTHXP,29.80,
,,,pharmspend,HUN,PHARMAEXP,TOT,2016,,PC_HEALTHXP,29.47,
,,,pharmspend,HUN,PHARMAEXP,TOT,2017,,PC_HEALTHXP,27.73,
,,,pharmspend,HUN,PHARMAEXP,TOT,2018,,PC_HEALTHXP,26.92,
,,,pharmspend,HUN,PHARMAEXP,TOT,2019,,PC_HEALTHXP,27.19,
,,,pharmspend,ISL,PHARMAEXP,TOT,2011,,PC_HEALTHXP,15.62,
,,,pharmspend,ISL,PHARMAEXP,TOT,2012,,PC_HEALTHXP,14.99,
,,,pharmspend,ISL,PHARMAEXP,TOT,2013,,PC_HEALTHXP,13.90,
,,,pharmspend,ISL,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.97,
,,,pharmspend,ISL,PHARMAEXP,TOT,2015,,PC_HEALTHXP,12.64,
,,,pharmspend,ISL,PHARMAEXP,TOT,2016,,PC_HEALTHXP,11.59,
,,,pharmspend,ISL,PHARMAEXP,TOT,2017,,PC_HEALTHXP,10.89,
,,,pharmspend,ISL,PHARMAEXP,TOT,2018,,PC_HEALTHXP,10.71,
,,,pharmspend,ISL,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.02,
,,,pharmspend,ISL,PHARMAEXP,TOT,2020,,PC_HEALTHXP,11.10,
,,,pharmspend,IRL,PHARMAEXP,TOT,2011,,PC_HEALTHXP,14.28,
,,,pharmspend,IRL,PHARMAEXP,TOT,2012,,PC_HEALTHXP,14.40,
,,,pharmspend,IRL,PHARMAEXP,TOT,2013,,PC_HEALTHXP,13.54,
,,,pharmspend,IRL,PHARMAEXP,TOT,2014,,PC_HEALTHXP,13.23,
,,,pharmspend,IRL,PHARMAEXP,TOT,2015,,PC_HEALTHXP,13.05,
,,,pharmspend,IRL,PHARMAEXP,TOT,2016,,PC_HEALTHXP,13.03,
,,,pharmspend,IRL,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.86,
,,,pharmspend,IRL,PHARMAEXP,TOT,2018,,PC_HEALTHXP,12.44,
,,,pharmspend,IRL,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.90,
,,,pharmspend,ITA,PHARMAEXP,TOT,2011,,PC_HEALTHXP,18.54,
,,,pharmspend,ITA,PHARMAEXP,TOT,2012,,PC_HEALTHXP,16.63,
,,,pharmspend,ITA,PHARMAEXP,TOT,2013,,PC_HEALTHXP,17.06,
,,,pharmspend,ITA,PHARMAEXP,TOT,2014,,PC_HEALTHXP,17.01,
,,,pharmspend,ITA,PHARMAEXP,TOT,2015,,PC_HEALTHXP,17.86,
,,,pharmspend,ITA,PHARMAEXP,TOT,2016,,PC_HEALTHXP,17.65,
,,,pharmspend,ITA,PHARMAEXP,TOT,2017,,PC_HEALTHXP,17.61,
,,,pharmspend,ITA,PHARMAEXP,TOT,2018,,PC_HEALTHXP,17.94,
,,,pharmspend,ITA,PHARMAEXP,TOT,2019,,PC_HEALTHXP,18.04,
,,,pharmspend,JPN,PHARMAEXP,TOT,2011,,PC_HEALTHXP,18.91,
,,,pharmspend,JPN,PHARMAEXP,TOT,2012,,PC_HEALTHXP,18.89,
,,,pharmspend,JPN,PHARMAEXP,TOT,2013,,PC_HEALTHXP,18.85,
,,,pharmspend,JPN,PHARMAEXP,TOT,2014,,PC_HEALTHXP,18.80,
,,,pharmspend,JPN,PHARMAEXP,TOT,2015,,PC_HEALTHXP,19.74,
,,,pharmspend,JPN,PHARMAEXP,TOT,2016,,PC_HEALTHXP,18.57,
,,,pharmspend,JPN,PHARMAEXP,TOT,2017,,PC_HEALTHXP,18.27,
,,,pharmspend,JPN,PHARMAEXP,TOT,2018,,PC_HEALTHXP,17.80,
,,,pharmspend,KOR,PHARMAEXP,TOT,2011,,PC_HEALTHXP,24.20,
,,,pharmspend,KOR,PHARMAEXP,TOT,2012,,PC_HEALTHXP,23.32,
,,,pharmspend,KOR,PHARMAEXP,TOT,2013,,PC_HEALTHXP,22.16,
,,,pharmspend,KOR,PHARMAEXP,TOT,2014,,PC_HEALTHXP,21.42,
,,,pharmspend,KOR,PHARMAEXP,TOT,2015,,PC_HEALTHXP,20.76,
,,,pharmspend,KOR,PHARMAEXP,TOT,2016,,PC_HEALTHXP,20.76,
,,,pharmspend,KOR,PHARMAEXP,TOT,2017,,PC_HEALTHXP,20.35,
,,,pharmspend,KOR,PHARMAEXP,TOT,2018,,PC_HEALTHXP,19.92,
,,,pharmspend,KOR,PHARMAEXP,TOT,2019,,PC_HEALTHXP,19.40,
,,,pharmspend,KOR,PHARMAEXP,TOT,2020,,PC_HEALTHXP,19.31,
,,,pharmspend,LUX,PHARMAEXP,TOT,2011,,PC_HEALTHXP,8.88,
,,,pharmspend,LUX,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.53,
,,,pharmspend,LUX,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.20,
,,,pharmspend,LUX,PHARMAEXP,TOT,2014,,PC_HEALTHXP,11.70,
,,,pharmspend,LUX,PHARMAEXP,TOT,2015,,PC_HEALTHXP,11.68,
,,,pharmspend,LUX,PHARMAEXP,TOT,2016,,PC_HEALTHXP,11.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2017,,PC_HEALTHXP,11.43,
,,,pharmspend,LUX,PHARMAEXP,TOT,2018,,PC_HEALTHXP,11.28,
,,,pharmspend,LUX,PHARMAEXP,TOT,2019,,PC_HEALTHXP,10.60,
,,,pharmspend,MEX,PHARMAEXP,TOT,2011,,PC_HEALTHXP,22.59,
,,,pharmspend,MEX,PHARMAEXP,TOT,2012,,PC_HEALTHXP,23.39,
,,,pharmspend,MEX,PHARMAEXP,TOT,2013,,PC_HEALTHXP,22.56,
,,,pharmspend,MEX,PHARMAEXP,TOT,2014,,PC_HEALTHXP,23.04,
,,,pharmspend,MEX,PHARMAEXP,TOT,2015,,PC_HEALTHXP,22.63,
,,,pharmspend,MEX,PHARMAEXP,TOT,2016,,PC_HEALTHXP,22.73,
,,,pharmspend,MEX,PHARMAEXP,TOT,2017,,PC_HEALTHXP,22.97,
,,,pharmspend,MEX,PHARMAEXP,TOT,2018,,PC_HEALTHXP,22.67,
,,,pharmspend,MEX,PHARMAEXP,TOT,2019,,PC_HEALTHXP,22.15,
,,,pharmspend,NLD,PHARMAEXP,TOT,2011,,PC_HEALTHXP,9.34,
,,,pharmspend,NLD,PHARMAEXP,TOT,2012,,PC_HEALTHXP,8.17,
,,,pharmspend,NLD,PHARMAEXP,TOT,2013,,PC_HEALTHXP,7.67,
,,,pharmspend,NLD,PHARMAEXP,TOT,2014,,PC_HEALTHXP,7.52,
,,,pharmspend,NLD,PHARMAEXP,TOT,2015,,PC_HEALTHXP,7.73,
,,,pharmspend,NLD,PHARMAEXP,TOT,2016,,PC_HEALTHXP,7.71,
,,,pharmspend,NLD,PHARMAEXP,TOT,2017,,PC_HEALTHXP,7.58,
,,,pharmspend,NLD,PHARMAEXP,TOT,2018,,PC_HEALTHXP,7.37,
,,,pharmspend,NLD,PHARMAEXP,TOT,2019,,PC_HEALTHXP,7.30,
,,,pharmspend,NLD,PHARMAEXP,TOT,2020,,PC_HEALTHXP,6.89,
,,,pharmspend,NOR,PHARMAEXP,TOT,2011,,PC_HEALTHXP,8.00,
,,,pharmspend,NOR,PHARMAEXP,TOT,2012,,PC_HEALTHXP,7.73,
,,,pharmspend,NOR,PHARMAEXP,TOT,2013,,PC_HEALTHXP,7.59,
,,,pharmspend,NOR,PHARMAEXP,TOT,2014,,PC_HEALTHXP,7.49,
,,,pharmspend,NOR,PHARMAEXP,TOT,2015,,PC_HEALTHXP,7.68,
,,,pharmspend,NOR,PHARMAEXP,TOT,2016,,PC_HEALTHXP,7.57,
,,,pharmspend,NOR,PHARMAEXP,TOT,2017,,PC_HEALTHXP,7.64,
,,,pharmspend,NOR,PHARMAEXP,TOT,2018,,PC_HEALTHXP,7.31,
,,,pharmspend,NOR,PHARMAEXP,TOT,2019,,PC_HEALTHXP,6.99,
,,,pharmspend,NOR,PHARMAEXP,TOT,2020,,PC_HEALTHXP,7.19,
,,,pharmspend,POL,PHARMAEXP,TOT,2011,,PC_HEALTHXP,24.15,
,,,pharmspend,POL,PHARMAEXP,TOT,2012,,PC_HEALTHXP,22.26,
,,,pharmspend,POL,PHARMAEXP,TOT,2013,,PC_HEALTHXP,21.70,
,,,pharmspend,POL,PHARMAEXP,TOT,2014,,PC_HEALTHXP,21.47,
,,,pharmspend,POL,PHARMAEXP,TOT,2015,,PC_HEALTHXP,21.21,
,,,pharmspend,POL,PHARMAEXP,TOT,2016,,PC_HEALTHXP,20.98,
,,,pharmspend,POL,PHARMAEXP,TOT,2017,,PC_HEALTHXP,20.33,
,,,pharmspend,POL,PHARMAEXP,TOT,2018,,PC_HEALTHXP,20.79,
,,,pharmspend,POL,PHARMAEXP,TOT,2019,,PC_HEALTHXP,19.70,
,,,pharmspend,PRT,PHARMAEXP,TOT,2011,,PC_HEALTHXP,18.32,
,,,pharmspend,PRT,PHARMAEXP,TOT,2012,,PC_HEALTHXP,17.09,
,,,pharmspend,PRT,PHARMAEXP,TOT,2013,,PC_HEALTHXP,16.06,
,,,pharmspend,PRT,PHARMAEXP,TOT,2014,,PC_HEALTHXP,15.89,
,,,pharmspend,PRT,PHARMAEXP,TOT,2015,,PC_HEALTHXP,15.88,
,,,pharmspend,PRT,PHARMAEXP,TOT,2016,,PC_HEALTHXP,15.43,
,,,pharmspend,PRT,PHARMAEXP,TOT,2017,,PC_HEALTHXP,15.01,
,,,pharmspend,PRT,PHARMAEXP,TOT,2018,,PC_HEALTHXP,14.68,
,,,pharmspend,PRT,PHARMAEXP,TOT,2019,,PC_HEALTHXP,14.78,
,,,pharmspend,SVK,PHARMAEXP,TOT,2011,,PC_HEALTHXP,28.72,
,,,pharmspend,SVK,PHARMAEXP,TOT,2012,,PC_HEALTHXP,26.54,
,,,pharmspend,SVK,PHARMAEXP,TOT,2013,,PC_HEALTHXP,26.54,
,,,pharmspend,SVK,PHARMAEXP,TOT,2014,,PC_HEALTHXP,27.03,
,,,pharmspend,SVK,PHARMAEXP,TOT,2015,,PC_HEALTHXP,26.87,
,,,pharmspend,SVK,PHARMAEXP,TOT,2016,,PC_HEALTHXP,26.59,
,,,pharmspend,SVK,PHARMAEXP,TOT,2017,,PC_HEALTHXP,26.39,
,,,pharmspend,SVK,PHARMAEXP,TOT,2018,,PC_HEALTHXP,25.51,
,,,pharmspend,SVK,PHARMAEXP,TOT,2019,,PC_HEALTHXP,24.44,
,,,pharmspend,ESP,PHARMAEXP,TOT,2011,,PC_HEALTHXP,16.33,
,,,pharmspend,ESP,PHARMAEXP,TOT,2012,,PC_HEALTHXP,15.80,
,,,pharmspend,ESP,PHARMAEXP,TOT,2013,,PC_HEALTHXP,16.28,
,,,pharmspend,ESP,PHARMAEXP,TOT,2014,,PC_HEALTHXP,15.61,
,,,pharmspend,ESP,PHARMAEXP,TOT,2015,,PC_HEALTHXP,15.30,
,,,pharmspend,ESP,PHARMAEXP,TOT,2016,,PC_HEALTHXP,15.88,
,,,pharmspend,ESP,PHARMAEXP,TOT,2017,,PC_HEALTHXP,15.37,
,,,pharmspend,ESP,PHARMAEXP,TOT,2018,,PC_HEALTHXP,15.22,
,,,pharmspend,ESP,PHARMAEXP,TOT,2019,,PC_HEALTHXP,14.78,
,,,pharmspend,SWE,PHARMAEXP,TOT,2011,,PC_HEALTHXP,10.48,
,,,pharmspend,SWE,PHARMAEXP,TOT,2012,,PC_HEALTHXP,10.36,
,,,pharmspend,SWE,PHARMAEXP,TOT,2013,,PC_HEALTHXP,10.05,
,,,pharmspend,SWE,PHARMAEXP,TOT,2014,,PC_HEALTHXP,10.02,
,,,pharmspend,SWE,PHARMAEXP,TOT,2015,,PC_HEALTHXP,10.09,
,,,pharmspend,SWE,PHARMAEXP,TOT,2016,,PC_HEALTHXP,10.23,
,,,pharmspend,SWE,PHARMAEXP,TOT,2017,,PC_HEALTHXP,9.83,
,,,pharmspend,SWE,PHARMAEXP,TOT,2018,,PC_HEALTHXP,9.91,
,,,pharmspend,SWE,PHARMAEXP,TOT,2019,,PC_HEALTHXP,9.72,
,,,pharmspend,CHE,PHARMAEXP,TOT,2011,,PC_HEALTHXP,12.15,
,,,pharmspend,CHE,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.00,
,,,pharmspend,CHE,PHARMAEXP,TOT,2013,,PC_HEALTHXP,11.80,
,,,pharmspend,CHE,PHARMAEXP,TOT,2014,,PC_HEALTHXP,11.61,
,,,pharmspend,CHE,PHARMAEXP,TOT,2015,,PC_HEALTHXP,11.70,
,,,pharmspend,CHE,PHARMAEXP,TOT,2016,,PC_HEALTHXP,11.93,
,,,pharmspend,CHE,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.03,
,,,pharmspend,CHE,PHARMAEXP,TOT,2018,,PC_HEALTHXP,12.09,
,,,pharmspend,CHE,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.90,
,,,pharmspend,GBR,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.67,
,,,pharmspend,GBR,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.60,
,,,pharmspend,GBR,PHARMAEXP,TOT,2015,,PC_HEALTHXP,12.57,
,,,pharmspend,GBR,PHARMAEXP,TOT,2016,,PC_HEALTHXP,12.49,
,,,pharmspend,GBR,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.51,
,,,pharmspend,GBR,PHARMAEXP,TOT,2018,,PC_HEALTHXP,11.91,
,,,pharmspend,GBR,PHARMAEXP,TOT,2019,,PC_HEALTHXP,11.46,
,,,pharmspend,USA,PHARMAEXP,TOT,2011,,PC_HEALTHXP,12.43,
,,,pharmspend,USA,PHARMAEXP,TOT,2012,,PC_HEALTHXP,12.15,
,,,pharmspend,USA,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.08,
,,,pharmspend,USA,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.76,
,,,pharmspend,USA,PHARMAEXP,TOT,2015,,PC_HEALTHXP,13.06,
,,,pharmspend,USA,PHARMAEXP,TOT,2016,,PC_HEALTHXP,12.74,
,,,pharmspend,USA,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.54,
,,,pharmspend,USA,PHARMAEXP,TOT,2018,,PC_HEALTHXP,12.43,
,,,pharmspend,USA,PHARMAEXP,TOT,2019,,PC_HEALTHXP,12.57,
,,,pharmspend,EST,PHARMAEXP,TOT,2011,,PC_HEALTHXP,19.87,
,,,pharmspend,EST,PHARMAEXP,TOT,2012,,PC_HEALTHXP,20.15,
,,,pharmspend,EST,PHARMAEXP,TOT,2013,,PC_HEALTHXP,19.33,
,,,pharmspend,EST,PHARMAEXP,TOT,2014,,PC_HEALTHXP,18.70,
,,,pharmspend,EST,PHARMAEXP,TOT,2015,,PC_HEALTHXP,18.22,
,,,pharmspend,EST,PHARMAEXP,TOT,2016,,PC_HEALTHXP,19.03,
,,,pharmspend,EST,PHARMAEXP,TOT,2017,,PC_HEALTHXP,17.56,
,,,pharmspend,EST,PHARMAEXP,TOT,2018,,PC_HEALTHXP,17.38,
,,,pharmspend,EST,PHARMAEXP,TOT,2019,,PC_HEALTHXP,16.61,
,,,pharmspend,SVN,PHARMAEXP,TOT,2011,,PC_HEALTHXP,19.56,
,,,pharmspend,SVN,PHARMAEXP,TOT,2012,,PC_HEALTHXP,20.14,
,,,pharmspend,SVN,PHARMAEXP,TOT,2013,,PC_HEALTHXP,20.10,
,,,pharmspend,SVN,PHARMAEXP,TOT,2014,,PC_HEALTHXP,18.54,
,,,pharmspend,SVN,PHARMAEXP,TOT,2015,,PC_HEALTHXP,18.25,
,,,pharmspend,SVN,PHARMAEXP,TOT,2016,,PC_HEALTHXP,18.27,
,,,pharmspend,SVN,PHARMAEXP,TOT,2017,,PC_HEALTHXP,18.40,
,,,pharmspend,SVN,PHARMAEXP,TOT,2018,,PC_HEALTHXP,17.96,
